product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,size_category,weight_category,shipping_type
PROD_000311,Books,53,270,6,1651,24,18,11,4752,Medium,Medium,Standard
PROD_000338,Computers,54,202,6,26016,49,23,44,49588,Large,Heavy,Special Handling
PROD_000345,Beauty,40,195,6,20856,89,8,75,53400,Large,Heavy,Special Handling
PROD_000356,Beauty,33,583,3,3459,77,29,65,145145,Large,Heavy,Standard
PROD_000358,Health,38,279,3,8262,81,16,59,76464,Large,Heavy,Special Handling
PROD_000359,Automotive,28,667,3,11356,12,33,44,17424,Large,Heavy,Special Handling
PROD_000374,Garden,26,493,4,21798,47,21,33,32571,Large,Heavy,Special Handling
PROD_000390,Books,29,152,2,24589,64,18,42,48384,Large,Heavy,Special Handling
PROD_000391,Beauty,63,388,2,20706,86,21,61,110166,Large,Heavy,Special Handling
PROD_000395,Music,27,557,3,9273,55,34,69,129030,Large,Heavy,Special Handling
PROD_000421,Garden,59,169,3,23638,31,49,39,59241,Large,Heavy,Special Handling
PROD_000440,Sports,54,310,1,19354,38,24,78,71136,Large,Heavy,Special Handling
PROD_000445,Home_appliances,24,627,3,5170,70,17,47,55930,Large,Heavy,Special Handling
PROD_000447,Fashion,41,756,3,11976,35,8,18,5040,Medium,Heavy,Special Handling
PROD_000462,Electronics,42,682,2,4659,94,45,55,232650,Large,Heavy,Standard
PROD_000468,Computers,61,123,6,4930,90,38,61,208620,Large,Heavy,Standard
PROD_000473,Books,45,804,3,6792,14,11,59,9086,Medium,Heavy,Special Handling
PROD_000475,Food,51,643,5,16826,66,29,54,103356,Large,Heavy,Special Handling
PROD_000509,Beauty,69,778,5,5585,71,29,62,127658,Large,Heavy,Special Handling
PROD_000519,Music,42,518,4,24311,90,48,29,125280,Large,Heavy,Special Handling
PROD_000522,Music,21,789,4,14976,53,25,80,106000,Large,Heavy,Special Handling
PROD_000544,Toys,61,483,4,7112,89,47,50,209150,Large,Heavy,Special Handling
PROD_000549,Health,32,520,2,7909,37,46,48,81696,Large,Heavy,Special Handling
PROD_000572,Music,41,285,6,13701,40,35,43,60200,Large,Heavy,Special Handling
PROD_000581,Garden,68,812,3,2896,37,29,67,71891,Large,Heavy,Standard
PROD_000583,Food,61,758,5,3385,98,42,37,152292,Large,Heavy,Standard
PROD_000652,Health,20,362,2,11965,54,24,28,36288,Large,Heavy,Special Handling
PROD_000653,Food,20,431,2,14651,62,24,26,38688,Large,Heavy,Special Handling
PROD_000657,Computers,24,592,1,29655,21,44,51,47124,Large,Heavy,Special Handling
PROD_000688,Home_appliances,42,715,1,17045,79,20,18,28440,Large,Heavy,Special Handling
PROD_000689,Home_appliances,39,768,5,26043,70,33,40,92400,Large,Heavy,Special Handling
PROD_000700,Computers,30,515,4,22858,98,13,26,33124,Large,Heavy,Special Handling
PROD_000707,Sports,41,725,5,24248,44,33,49,71148,Large,Heavy,Special Handling
PROD_000718,Furniture,43,930,3,18807,38,44,35,58520,Large,Heavy,Special Handling
PROD_000719,Beauty,34,800,5,13215,85,6,45,22950,Large,Heavy,Special Handling
PROD_000740,Sports,40,234,1,28739,10,34,65,22100,Large,Heavy,Special Handling
PROD_000752,Home_appliances,53,135,1,15801,29,50,72,104400,Large,Heavy,Special Handling
PROD_000771,Beauty,57,132,5,24491,14,47,80,52640,Large,Heavy,Special Handling
PROD_000780,Toys,29,563,3,20804,61,8,10,4880,Medium,Heavy,Special Handling
PROD_000784,Computers,53,971,6,5539,74,5,53,19610,Large,Heavy,Special Handling
PROD_000795,Garden,56,518,1,12657,20,6,43,5160,Medium,Heavy,Special Handling
PROD_000823,Health,32,935,1,14653,77,11,24,20328,Large,Heavy,Special Handling
PROD_000824,Computers,24,552,1,18900,100,32,16,51200,Large,Heavy,Special Handling
PROD_000848,Toys,21,736,2,12860,16,5,16,1280,Medium,Heavy,Special Handling
PROD_000869,Garden,53,385,2,26361,90,32,79,227520,Large,Heavy,Special Handling
PROD_000894,Toys,24,260,5,24065,51,27,52,71604,Large,Heavy,Special Handling
PROD_000907,Beauty,38,907,6,10955,80,6,22,10560,Large,Heavy,Special Handling
PROD_000912,Music,30,825,3,12305,30,49,41,60270,Large,Heavy,Special Handling
PROD_000926,Garden,32,904,4,19512,80,19,12,18240,Large,Heavy,Special Handling
PROD_000929,Food,56,969,3,17486,83,34,14,39508,Large,Heavy,Special Handling
PROD_000960,Health,27,391,5,14861,29,21,16,9744,Medium,Heavy,Special Handling
PROD_000970,Computers,54,764,2,21602,100,45,13,58500,Large,Heavy,Special Handling
PROD_000974,Books,20,611,4,16067,78,43,49,164346,Large,Heavy,Special Handling
PROD_000995,Toys,52,693,3,4600,44,36,62,98208,Large,Heavy,Standard
PROD_001008,Beauty,50,990,5,27563,57,45,18,46170,Large,Heavy,Special Handling
PROD_001026,Music,68,271,3,5059,59,47,43,119239,Large,Heavy,Special Handling
PROD_001054,Automotive,31,533,4,28420,64,44,74,208384,Large,Heavy,Special Handling
PROD_001087,Music,34,372,6,20851,54,45,57,138510,Large,Heavy,Special Handling
PROD_001106,Automotive,52,129,6,3944,40,37,73,108040,Large,Heavy,Standard
PROD_001127,Garden,70,904,1,18970,42,10,32,13440,Large,Heavy,Special Handling
PROD_001129,Toys,50,685,3,19203,82,8,13,8528,Medium,Heavy,Special Handling
PROD_001158,Electronics,51,210,6,22421,50,38,11,20900,Large,Heavy,Special Handling
PROD_001159,Health,21,693,4,28498,18,22,16,6336,Medium,Heavy,Special Handling
PROD_001163,Sports,49,443,5,24093,10,41,73,29930,Large,Heavy,Special Handling
PROD_001172,Fashion,45,336,4,25224,21,13,14,3822,Medium,Heavy,Special Handling
PROD_001173,Books,34,208,4,11009,54,15,66,53460,Large,Heavy,Special Handling
PROD_001176,Toys,48,282,5,3794,100,24,37,88800,Large,Heavy,Standard
PROD_001187,Computers,37,803,2,22725,22,46,66,66792,Large,Heavy,Special Handling
PROD_001191,Garden,43,133,5,3819,18,17,62,18972,Large,Heavy,Standard
PROD_001205,Garden,65,737,3,20948,93,26,67,162006,Large,Heavy,Special Handling
PROD_001209,Furniture,30,790,5,26631,70,50,55,192500,Large,Heavy,Special Handling
PROD_001250,Garden,31,290,3,24705,84,18,23,34776,Large,Heavy,Special Handling
PROD_001287,Beauty,39,873,4,25447,81,41,35,116235,Large,Heavy,Special Handling
PROD_001303,Automotive,41,281,1,6216,23,48,55,60720,Large,Heavy,Special Handling
PROD_001313,Sports,43,234,5,13730,94,30,10,28200,Large,Heavy,Special Handling
PROD_001330,Health,67,234,6,1175,93,19,17,30039,Large,Medium,Standard
PROD_001406,Fashion,30,271,2,7607,87,25,43,93525,Large,Heavy,Special Handling
PROD_001465,Computers,45,694,2,6212,87,12,41,42804,Large,Heavy,Special Handling
PROD_001467,Health,69,129,4,7355,68,18,17,20808,Large,Heavy,Special Handling
PROD_001469,Health,65,363,1,10396,23,7,28,4508,Medium,Heavy,Special Handling
PROD_001471,Sports,32,398,4,15411,45,46,64,132480,Large,Heavy,Special Handling
PROD_001479,Books,25,369,3,7143,51,33,57,95931,Large,Heavy,Special Handling
PROD_001482,Home_appliances,68,578,1,23896,61,38,70,162260,Large,Heavy,Special Handling
PROD_001505,Automotive,61,707,1,26420,55,22,17,20570,Large,Heavy,Special Handling
PROD_001513,Computers,33,700,5,24625,29,22,52,33176,Large,Heavy,Special Handling
PROD_001536,Toys,43,700,2,11356,13,15,67,13065,Large,Heavy,Special Handling
PROD_001541,Beauty,43,444,5,7985,47,27,55,69795,Large,Heavy,Special Handling
PROD_001591,Health,37,231,2,6799,80,11,10,8800,Medium,Heavy,Special Handling
PROD_001592,Books,22,861,5,20272,19,36,15,10260,Large,Heavy,Special Handling
PROD_001595,Toys,59,712,1,11036,26,35,12,10920,Large,Heavy,Special Handling
PROD_001602,Sports,25,724,2,14631,46,20,21,19320,Large,Heavy,Special Handling
PROD_001603,Home_appliances,46,535,4,11614,60,7,32,13440,Large,Heavy,Special Handling
PROD_001618,Home_appliances,66,135,3,2355,93,9,51,42687,Large,Heavy,Standard
PROD_001632,Automotive,69,661,2,8205,93,9,72,60264,Large,Heavy,Special Handling
PROD_001636,Automotive,32,961,3,15405,12,47,73,41172,Large,Heavy,Special Handling
PROD_001639,Home_appliances,61,838,2,14851,24,42,30,30240,Large,Heavy,Special Handling
PROD_001645,Home_appliances,51,806,4,21948,31,38,13,15314,Large,Heavy,Special Handling
PROD_001646,Toys,62,782,6,17266,69,34,72,168912,Large,Heavy,Special Handling
PROD_001678,Computers,49,261,1,20380,44,37,14,22792,Large,Heavy,Special Handling
PROD_001692,Music,63,265,4,6239,48,26,51,63648,Large,Heavy,Special Handling
PROD_001697,Books,23,920,5,11258,43,35,16,24080,Large,Heavy,Special Handling
PROD_001702,Books,24,492,5,1463,87,26,65,147030,Large,Medium,Standard
PROD_001753,Fashion,67,820,1,949,86,31,73,194618,Large,Medium,Standard
PROD_001760,Toys,39,790,4,24404,97,25,27,65475,Large,Heavy,Special Handling
PROD_001762,Sports,68,977,4,29301,37,9,21,6993,Medium,Heavy,Special Handling
PROD_001768,Home_appliances,39,177,6,8384,13,39,21,10647,Large,Heavy,Special Handling
PROD_001769,Furniture,22,237,5,8678,64,9,64,36864,Large,Heavy,Special Handling
PROD_001777,Automotive,39,236,1,23717,70,14,26,25480,Large,Heavy,Special Handling
PROD_001786,Toys,67,613,4,16805,20,46,68,62560,Large,Heavy,Special Handling
PROD_001811,Music,44,775,4,25419,77,41,71,224147,Large,Heavy,Special Handling
PROD_001817,Sports,28,353,1,26775,43,27,58,67338,Large,Heavy,Special Handling
PROD_001823,Sports,27,174,3,8548,23,45,18,18630,Large,Heavy,Special Handling
PROD_001833,Home_appliances,66,756,5,12183,17,39,23,15249,Large,Heavy,Special Handling
PROD_001837,Food,53,130,3,1018,73,25,15,27375,Large,Medium,Standard
PROD_001862,Furniture,44,204,4,13490,44,50,13,28600,Large,Heavy,Special Handling
PROD_001929,Office,51,919,3,27377,10,25,42,10500,Large,Heavy,Special Handling
PROD_001934,Sports,65,364,6,18841,32,10,30,9600,Medium,Heavy,Special Handling
PROD_001948,Home_appliances,49,469,3,24361,45,14,31,19530,Large,Heavy,Special Handling
PROD_001955,Computers,25,211,1,26346,75,21,12,18900,Large,Heavy,Special Handling
PROD_001981,Beauty,32,871,3,1714,72,22,57,90288,Large,Medium,Standard
PROD_001994,Automotive,23,547,2,15584,89,39,52,180492,Large,Heavy,Special Handling
PROD_002005,Furniture,60,253,2,29237,66,30,74,146520,Large,Heavy,Special Handling
PROD_002011,Computers,48,438,3,13288,57,40,62,141360,Large,Heavy,Special Handling
PROD_002037,Home_appliances,63,861,3,29768,12,38,51,23256,Large,Heavy,Special Handling
PROD_002050,Garden,39,379,1,27955,81,39,39,123201,Large,Heavy,Special Handling
PROD_002054,Automotive,70,353,6,20085,80,5,21,8400,Medium,Heavy,Special Handling
PROD_002062,Computers,35,200,6,25438,68,36,50,122400,Large,Heavy,Special Handling
PROD_002097,Fashion,63,580,6,23472,44,35,19,29260,Large,Heavy,Special Handling
PROD_002110,Garden,28,430,2,23972,29,8,55,12760,Large,Heavy,Special Handling
PROD_002132,Fashion,46,379,4,21126,88,16,42,59136,Large,Heavy,Special Handling
PROD_002145,Computers,29,918,1,17102,72,43,14,43344,Large,Heavy,Special Handling
PROD_002168,Garden,49,502,1,29812,72,25,20,36000,Large,Heavy,Special Handling
PROD_002171,Computers,26,639,1,28819,26,22,54,30888,Large,Heavy,Special Handling
PROD_002195,Garden,39,355,4,21487,65,8,33,17160,Large,Heavy,Special Handling
PROD_002212,Automotive,38,154,4,18672,51,35,31,55335,Large,Heavy,Special Handling
PROD_002222,Health,24,614,5,15498,72,43,54,167184,Large,Heavy,Special Handling
PROD_002223,Health,22,227,6,9971,58,33,15,28710,Large,Heavy,Special Handling
PROD_002244,Fashion,56,535,2,2015,54,15,73,59130,Large,Heavy,Standard
PROD_002252,Electronics,46,293,3,13770,70,18,55,69300,Large,Heavy,Special Handling
PROD_002256,Beauty,69,636,2,23347,66,24,58,91872,Large,Heavy,Special Handling
PROD_002258,Music,46,182,1,18344,75,49,29,106575,Large,Heavy,Special Handling
PROD_002265,Music,40,695,5,9271,53,5,34,9010,Medium,Heavy,Special Handling
PROD_002275,Toys,27,383,5,15396,66,36,62,147312,Large,Heavy,Special Handling
PROD_002289,Electronics,48,239,1,22019,27,6,38,6156,Medium,Heavy,Special Handling
PROD_002295,Toys,45,775,3,16168,46,17,62,48484,Large,Heavy,Special Handling
PROD_002301,Books,46,230,3,9016,73,37,16,43216,Large,Heavy,Special Handling
PROD_002302,Garden,22,677,3,16997,16,24,11,4224,Medium,Heavy,Special Handling
PROD_002328,Food,48,427,4,8941,14,27,74,27972,Large,Heavy,Special Handling
PROD_002330,Electronics,44,548,4,17462,71,12,31,26412,Large,Heavy,Special Handling
PROD_002362,Music,59,109,3,14739,84,39,58,190008,Large,Heavy,Special Handling
PROD_002366,Beauty,60,315,3,14460,59,8,77,36344,Large,Heavy,Special Handling
PROD_002375,Music,63,135,2,3213,17,50,22,18700,Large,Heavy,Standard
PROD_002410,Toys,23,872,3,22089,75,36,23,62100,Large,Heavy,Special Handling
PROD_002411,Toys,57,128,3,3963,81,13,37,38961,Large,Heavy,Standard
PROD_002453,Furniture,21,604,1,14360,89,21,42,78498,Large,Heavy,Special Handling
PROD_002458,Office,30,280,6,18509,74,47,52,180856,Large,Heavy,Special Handling
PROD_002467,Furniture,38,329,6,756,42,8,30,10080,Large,Medium,Standard
PROD_002473,Home_appliances,56,837,5,870,98,23,36,81144,Large,Medium,Standard
PROD_002476,Sports,24,505,6,7706,83,9,50,37350,Large,Heavy,Special Handling
PROD_002494,Garden,31,425,5,13113,86,14,61,73444,Large,Heavy,Special Handling
PROD_002496,Toys,62,454,1,12099,21,35,67,49245,Large,Heavy,Special Handling
PROD_002517,Music,47,894,3,4824,74,12,29,25752,Large,Heavy,Standard
PROD_002525,Beauty,56,738,3,27931,17,24,40,16320,Large,Heavy,Special Handling
PROD_002539,Health,31,581,3,7659,42,12,78,39312,Large,Heavy,Special Handling
PROD_002541,Music,55,940,6,25628,14,15,27,5670,Medium,Heavy,Special Handling
PROD_002560,Automotive,45,828,5,16129,79,37,48,140304,Large,Heavy,Special Handling
PROD_002610,Music,39,959,5,3642,21,18,56,21168,Large,Heavy,Standard
PROD_002627,Toys,29,656,4,17373,88,36,23,72864,Large,Heavy,Special Handling
PROD_002637,Automotive,33,557,5,26685,80,32,58,148480,Large,Heavy,Special Handling
PROD_002645,Beauty,50,233,4,965,89,35,64,199360,Large,Medium,Standard
PROD_002647,Sports,46,486,1,18847,78,25,24,46800,Large,Heavy,Special Handling
PROD_002650,Food,42,636,4,26518,48,37,54,95904,Large,Heavy,Special Handling
PROD_002662,Beauty,39,289,3,13493,26,47,70,85540,Large,Heavy,Special Handling
PROD_002682,Toys,65,422,2,22732,80,5,56,22400,Large,Heavy,Special Handling
PROD_002692,Books,55,367,6,16544,36,32,76,87552,Large,Heavy,Special Handling
PROD_002728,Furniture,45,276,2,25876,84,27,73,165564,Large,Heavy,Special Handling
PROD_002751,Furniture,53,207,6,25757,41,14,62,35588,Large,Heavy,Special Handling
PROD_002759,Computers,63,438,2,13349,93,32,66,196416,Large,Heavy,Special Handling
PROD_002783,Sports,59,110,5,29383,29,6,16,2784,Medium,Heavy,Special Handling
PROD_002784,Toys,70,856,6,12917,32,30,15,14400,Large,Heavy,Special Handling
PROD_002796,Garden,21,386,3,17930,41,39,73,116727,Large,Heavy,Special Handling
PROD_002807,Fashion,64,559,1,19828,84,23,50,96600,Large,Heavy,Special Handling
PROD_002809,Electronics,55,175,5,29459,100,5,10,5000,Medium,Heavy,Special Handling
PROD_002811,Home_appliances,46,331,3,19698,57,10,70,39900,Large,Heavy,Special Handling
PROD_002856,Food,56,813,4,8903,92,6,55,30360,Large,Heavy,Special Handling
PROD_002898,Computers,34,464,3,21399,74,38,26,73112,Large,Heavy,Special Handling
PROD_002963,Garden,43,966,6,14389,37,42,63,97902,Large,Heavy,Special Handling
PROD_002971,Sports,35,947,3,22704,44,16,10,7040,Medium,Heavy,Special Handling
PROD_000012,Beauty,37,408,4,25458,73,16,51,59568,Large,Heavy,Special Handling
PROD_000033,Books,26,485,2,6136,53,29,45,69165,Large,Heavy,Special Handling
PROD_000086,Music,41,755,6,8396,87,23,65,130065,Large,Heavy,Special Handling
PROD_000096,Beauty,52,761,2,15740,49,34,50,83300,Large,Heavy,Special Handling
PROD_000123,Home_appliances,32,402,6,9611,72,18,16,20736,Large,Heavy,Special Handling
PROD_000140,Fashion,38,684,4,15566,82,10,42,34440,Large,Heavy,Special Handling
PROD_000158,Fashion,35,888,4,13007,31,39,13,15717,Large,Heavy,Special Handling
PROD_000165,Garden,47,720,2,15644,62,27,13,21762,Large,Heavy,Special Handling
PROD_000166,Health,66,206,4,26717,72,32,71,163584,Large,Heavy,Special Handling
PROD_000198,Beauty,44,771,4,29470,80,39,63,196560,Large,Heavy,Special Handling
PROD_000252,Health,40,553,2,22362,68,32,71,154496,Large,Heavy,Special Handling
PROD_000258,Garden,42,156,2,19578,50,37,61,112850,Large,Heavy,Special Handling
PROD_000310,Fashion,25,687,2,17321,98,50,16,78400,Large,Heavy,Special Handling
PROD_000321,Music,58,817,6,6137,51,40,18,36720,Large,Heavy,Special Handling
PROD_000370,Fashion,36,736,4,29859,20,10,13,2600,Medium,Heavy,Special Handling
PROD_000373,Garden,41,178,5,23954,74,32,12,28416,Large,Heavy,Special Handling
PROD_000378,Furniture,41,418,1,4547,43,16,65,44720,Large,Heavy,Standard
PROD_000404,Fashion,24,424,4,25217,36,46,36,59616,Large,Heavy,Special Handling
PROD_000426,Beauty,51,414,4,28530,41,18,80,59040,Large,Heavy,Special Handling
PROD_000438,Office,63,912,1,5697,80,29,52,120640,Large,Heavy,Special Handling
PROD_000456,Electronics,23,871,6,23912,77,45,26,90090,Large,Heavy,Special Handling
PROD_000463,Furniture,28,878,2,18163,90,34,16,48960,Large,Heavy,Special Handling
PROD_000466,Health,32,669,4,4100,28,44,54,66528,Large,Heavy,Standard
PROD_000477,Books,62,153,4,21305,26,13,12,4056,Medium,Heavy,Special Handling
PROD_000488,Music,60,641,6,25338,62,26,58,93496,Large,Heavy,Special Handling
PROD_000490,Garden,31,993,2,17320,31,50,78,120900,Large,Heavy,Special Handling
PROD_000517,Home_appliances,23,744,3,24655,36,30,48,51840,Large,Heavy,Special Handling
PROD_000534,Garden,39,327,4,17697,70,47,73,240170,Large,Heavy,Special Handling
PROD_000538,Toys,57,574,4,4195,16,47,16,12032,Large,Heavy,Standard
PROD_000540,Health,38,729,3,7977,94,9,43,36378,Large,Heavy,Special Handling
PROD_000594,Music,53,504,5,1716,94,24,23,51888,Large,Medium,Standard
PROD_000624,Health,35,145,2,7498,32,21,63,42336,Large,Heavy,Special Handling
PROD_000651,Food,50,898,3,8141,23,12,76,20976,Large,Heavy,Special Handling
PROD_000677,Food,65,202,5,20883,68,5,22,7480,Medium,Heavy,Special Handling
PROD_000717,Books,59,604,5,4805,100,8,65,52000,Large,Heavy,Standard
PROD_000730,Garden,64,153,3,5076,29,46,48,64032,Large,Heavy,Special Handling
PROD_000750,Computers,46,710,1,11585,90,7,58,36540,Large,Heavy,Special Handling
PROD_000761,Beauty,42,541,1,11604,95,43,56,228760,Large,Heavy,Special Handling
PROD_000789,Automotive,40,949,5,26652,46,24,48,52992,Large,Heavy,Special Handling
PROD_000803,Furniture,57,784,1,10248,49,33,14,22638,Large,Heavy,Special Handling
PROD_000816,Health,26,269,3,7500,60,7,59,24780,Large,Heavy,Special Handling
PROD_000828,Garden,56,847,4,23081,53,28,30,44520,Large,Heavy,Special Handling
PROD_000851,Food,36,906,3,25374,89,45,75,300375,Large,Heavy,Special Handling
PROD_000853,Home_appliances,61,882,2,17495,48,47,58,130848,Large,Heavy,Special Handling
PROD_000856,Garden,36,641,1,16280,96,34,41,133824,Large,Heavy,Special Handling
PROD_000870,Books,52,215,1,2537,49,19,38,35378,Large,Heavy,Standard
PROD_000872,Toys,55,611,4,2890,52,25,54,70200,Large,Heavy,Standard
PROD_000882,Furniture,63,321,4,15043,11,18,77,15246,Large,Heavy,Special Handling
PROD_000909,Automotive,46,950,6,5669,76,5,26,9880,Medium,Heavy,Special Handling
PROD_000915,Sports,42,377,6,1976,99,50,49,242550,Large,Medium,Standard
PROD_000938,Computers,29,625,3,24147,92,40,75,276000,Large,Heavy,Special Handling
PROD_000984,Books,31,845,1,18162,93,17,40,63240,Large,Heavy,Special Handling
PROD_000993,Music,64,865,6,945,20,15,63,18900,Large,Medium,Standard
PROD_001001,Furniture,49,894,1,14320,21,14,75,22050,Large,Heavy,Special Handling
PROD_001006,Books,22,442,4,23975,60,39,75,175500,Large,Heavy,Special Handling
PROD_001028,Fashion,42,897,6,7020,66,23,15,22770,Large,Heavy,Special Handling
PROD_001041,Beauty,46,793,4,29495,75,44,80,264000,Large,Heavy,Special Handling
PROD_001084,Home_appliances,53,573,6,12509,13,20,29,7540,Medium,Heavy,Special Handling
PROD_001093,Health,36,142,6,5093,52,26,53,71656,Large,Heavy,Special Handling
PROD_001094,Beauty,46,633,5,23904,99,48,38,180576,Large,Heavy,Special Handling
PROD_001108,Books,55,739,1,10601,80,9,14,10080,Large,Heavy,Special Handling
PROD_001123,Health,59,368,4,6734,13,37,80,38480,Large,Heavy,Special Handling
PROD_001134,Automotive,69,802,5,14269,98,16,69,108192,Large,Heavy,Special Handling
PROD_001145,Fashion,20,978,6,7232,98,40,21,82320,Large,Heavy,Special Handling
PROD_001146,Automotive,27,618,4,9621,14,25,13,4550,Medium,Heavy,Special Handling
PROD_001148,Beauty,36,706,3,14185,13,36,19,8892,Medium,Heavy,Special Handling
PROD_001155,Books,45,990,4,844,11,27,45,13365,Large,Medium,Standard
PROD_001181,Office,45,612,2,12544,74,21,39,60606,Large,Heavy,Special Handling
PROD_001195,Computers,56,438,6,21751,83,26,25,53950,Large,Heavy,Special Handling
PROD_001224,Automotive,46,781,4,13598,12,14,79,13272,Large,Heavy,Special Handling
PROD_001229,Health,35,599,5,25551,17,38,75,48450,Large,Heavy,Special Handling
PROD_001246,Electronics,66,917,3,27643,36,30,62,66960,Large,Heavy,Special Handling
PROD_001289,Fashion,50,541,1,25884,88,47,12,49632,Large,Heavy,Special Handling
PROD_001291,Garden,55,210,1,9457,54,36,41,79704,Large,Heavy,Special Handling
PROD_001292,Office,37,528,4,18930,48,21,73,73584,Large,Heavy,Special Handling
PROD_001309,Health,41,145,2,23923,83,48,61,243024,Large,Heavy,Special Handling
PROD_001343,Beauty,67,915,4,27619,15,39,19,11115,Large,Heavy,Special Handling
PROD_001347,Books,28,808,4,8694,53,30,65,103350,Large,Heavy,Special Handling
PROD_001362,Home_appliances,24,472,4,4429,36,10,28,10080,Large,Heavy,Standard
PROD_001439,Music,60,919,6,19852,83,10,53,43990,Large,Heavy,Special Handling
PROD_001442,Home_appliances,22,698,6,13023,25,7,33,5775,Medium,Heavy,Special Handling
PROD_001451,Electronics,68,636,3,22170,87,35,35,106575,Large,Heavy,Special Handling
PROD_001466,Books,58,488,3,24359,77,7,45,24255,Large,Heavy,Special Handling
PROD_001489,Health,22,743,4,27789,92,28,25,64400,Large,Heavy,Special Handling
PROD_001491,Furniture,53,309,5,22406,92,24,66,145728,Large,Heavy,Special Handling
PROD_001508,Electronics,21,399,2,6669,20,47,78,73320,Large,Heavy,Special Handling
PROD_001518,Garden,46,892,5,25771,77,47,20,72380,Large,Heavy,Special Handling
PROD_001519,Toys,41,705,1,8084,16,37,25,14800,Large,Heavy,Special Handling
PROD_001526,Toys,70,460,5,22964,36,28,52,52416,Large,Heavy,Special Handling
PROD_001531,Music,38,854,5,26715,41,35,70,100450,Large,Heavy,Special Handling
PROD_001561,Home_appliances,66,935,4,10158,45,6,42,11340,Large,Heavy,Special Handling
PROD_001614,Fashion,46,438,4,26894,17,33,47,26367,Large,Heavy,Special Handling
PROD_001635,Toys,65,834,6,9799,55,14,52,40040,Large,Heavy,Special Handling
PROD_001663,Health,51,214,5,3017,82,31,34,86428,Large,Heavy,Standard
PROD_001676,Beauty,61,426,2,11560,41,37,19,28823,Large,Heavy,Special Handling
PROD_001694,Toys,65,356,4,20513,100,49,31,151900,Large,Heavy,Special Handling
PROD_001716,Office,39,546,5,16588,75,38,60,171000,Large,Heavy,Special Handling
PROD_001729,Furniture,60,823,4,23310,60,35,48,100800,Large,Heavy,Special Handling
PROD_001750,Office,30,266,3,19193,52,26,22,29744,Large,Heavy,Special Handling
PROD_001754,Beauty,41,209,6,7649,64,19,61,74176,Large,Heavy,Special Handling
PROD_001766,Health,21,349,6,13780,48,40,57,109440,Large,Heavy,Special Handling
PROD_001771,Home_appliances,68,165,3,18708,87,41,71,253257,Large,Heavy,Special Handling
PROD_001790,Toys,59,297,5,3574,79,45,51,181305,Large,Heavy,Standard
PROD_001812,Garden,36,715,6,2060,37,45,17,28305,Large,Heavy,Standard
PROD_001821,Health,63,580,3,1028,98,26,36,91728,Large,Medium,Standard
PROD_001824,Fashion,57,956,1,21074,27,6,58,9396,Medium,Heavy,Special Handling
PROD_001826,Electronics,70,133,3,28645,26,16,19,7904,Medium,Heavy,Special Handling
PROD_001832,Toys,33,549,3,17641,29,30,77,66990,Large,Heavy,Special Handling
PROD_001834,Beauty,59,694,6,10289,14,16,34,7616,Medium,Heavy,Special Handling
PROD_001857,Office,36,444,3,19908,99,27,55,147015,Large,Heavy,Special Handling
PROD_001868,Furniture,50,913,3,6082,36,44,36,57024,Large,Heavy,Special Handling
PROD_001882,Home_appliances,46,657,6,707,10,43,17,7310,Medium,Medium,Standard
PROD_001886,Health,22,234,2,6971,19,25,76,36100,Large,Heavy,Special Handling
PROD_001902,Electronics,48,669,6,18441,96,49,63,296352,Large,Heavy,Special Handling
PROD_001903,Automotive,52,853,6,29537,56,39,50,109200,Large,Heavy,Special Handling
PROD_001920,Electronics,32,375,1,27007,41,45,61,112545,Large,Heavy,Special Handling
PROD_001944,Electronics,55,461,2,375,74,47,53,184334,Large,Light,Standard
PROD_001959,Automotive,49,359,3,15003,100,38,37,140600,Large,Heavy,Special Handling
PROD_001986,Sports,63,436,6,22692,40,13,72,37440,Large,Heavy,Special Handling
PROD_002016,Toys,27,576,3,16322,36,25,18,16200,Large,Heavy,Special Handling
PROD_002021,Food,36,752,2,2992,11,41,30,13530,Large,Heavy,Standard
PROD_002046,Food,55,495,6,24551,76,49,76,283024,Large,Heavy,Special Handling
PROD_002071,Electronics,54,844,2,9374,90,50,24,108000,Large,Heavy,Special Handling
PROD_002089,Food,61,843,2,876,93,33,60,184140,Large,Medium,Standard
PROD_002094,Toys,26,192,2,2171,34,21,13,9282,Medium,Heavy,Standard
PROD_002095,Books,32,970,4,17603,13,9,15,1755,Medium,Heavy,Special Handling
PROD_002140,Home_appliances,36,514,3,29725,40,35,78,109200,Large,Heavy,Special Handling
PROD_002150,Books,70,980,5,7532,91,13,24,28392,Large,Heavy,Special Handling
PROD_002157,Computers,47,169,6,11698,84,28,31,72912,Large,Heavy,Special Handling
PROD_002175,Office,46,798,3,25444,51,34,38,65892,Large,Heavy,Special Handling
PROD_002191,Home_appliances,53,283,6,12630,54,43,34,78948,Large,Heavy,Special Handling
PROD_002218,Office,65,817,5,9153,50,30,47,70500,Large,Heavy,Special Handling
PROD_002220,Electronics,36,174,3,5666,48,14,77,51744,Large,Heavy,Special Handling
PROD_002232,Health,55,872,4,16152,97,37,53,190217,Large,Heavy,Special Handling
PROD_002246,Home_appliances,68,455,5,24078,20,32,42,26880,Large,Heavy,Special Handling
