order_id,payment_sequential,payment_type,payment_installments,payment_value,is_installment,payment_value_category,installment_category
ORD_0012237,1,Debit_card,3,738.4,Yes,High Value,Short Term EMI
ORD_0012244,2,Credit_card,12,21.14,Yes,Low Value,Long Term EMI
ORD_0012253,1,Voucher,1,663.35,No,High Value,Single Payment
ORD_0012260,1,Boleto,6,1033.44,Yes,Premium Value,Medium Term EMI
ORD_0012268,1,Boleto,2,2374.65,Yes,Premium Value,Short Term EMI
ORD_0012299,1,Credit_card,12,1727.4,Yes,Premium Value,Long Term EMI
ORD_0012326,1,Credit_card,1,1595.88,No,Premium Value,Single Payment
ORD_0012329,1,Credit_card,3,2690.94,Yes,Premium Value,Short Term EMI
ORD_0012372,1,Credit_card,3,1392.8,Yes,Premium Value,Short Term EMI
ORD_0012395,1,Credit_card,1,1837.89,No,Premium Value,Single Payment
ORD_0012408,2,Credit_card,6,69.7,Yes,Low Value,Medium Term EMI
ORD_0012425,1,Credit_card,1,1678.05,No,Premium Value,Single Payment
ORD_0012434,1,Credit_card,3,673.15,Yes,High Value,Short Term EMI
ORD_0012436,1,Credit_card,1,2912.23,No,Premium Value,Single Payment
ORD_0012475,1,Debit_card,1,294.99,No,Medium Value,Single Payment
ORD_0012501,1,Voucher,6,2442.99,Yes,Premium Value,Medium Term EMI
ORD_0012544,1,Voucher,12,1587.32,Yes,Premium Value,Long Term EMI
ORD_0012555,1,Voucher,1,2677.33,No,Premium Value,Single Payment
ORD_0012566,1,Credit_card,12,794.03,Yes,High Value,Long Term EMI
ORD_0012587,1,Credit_card,6,2617.18,Yes,Premium Value,Medium Term EMI
ORD_0012593,1,Debit_card,2,174.61,Yes,Medium Value,Short Term EMI
ORD_0012598,1,Credit_card,1,2402.67,No,Premium Value,Single Payment
ORD_0012632,1,Debit_card,3,363.47,Yes,Medium Value,Short Term EMI
ORD_0012635,2,Voucher,6,33.52,Yes,Low Value,Medium Term EMI
ORD_0012637,1,Voucher,1,1527.33,No,Premium Value,Single Payment
ORD_0012648,1,Credit_card,3,2427.79,Yes,Premium Value,Short Term EMI
ORD_0012659,1,Credit_card,6,579.65,Yes,High Value,Medium Term EMI
ORD_0012664,1,Boleto,1,1604.03,No,Premium Value,Single Payment
ORD_0012666,1,Credit_card,1,2824.69,No,Premium Value,Single Payment
ORD_0012684,1,Credit_card,3,2368.11,Yes,Premium Value,Short Term EMI
ORD_0012691,1,Credit_card,12,570.39,Yes,High Value,Long Term EMI
ORD_0012693,1,Credit_card,1,783.17,No,High Value,Single Payment
ORD_0012706,2,Credit_card,1,15.59,No,Low Value,Single Payment
ORD_0012716,1,Boleto,1,1307.38,No,Premium Value,Single Payment
ORD_0012724,1,Boleto,12,44.88,Yes,Low Value,Long Term EMI
ORD_0012741,1,Credit_card,12,2406.43,Yes,Premium Value,Long Term EMI
ORD_0012744,1,Credit_card,1,2437.03,No,Premium Value,Single Payment
ORD_0012756,2,Credit_card,1,53.29,No,Low Value,Single Payment
ORD_0012759,1,Boleto,1,2521.75,No,Premium Value,Single Payment
ORD_0012764,1,Voucher,6,1349.36,Yes,Premium Value,Medium Term EMI
ORD_0012778,1,Credit_card,2,1090.45,Yes,Premium Value,Short Term EMI
ORD_0012793,2,Credit_card,12,26.19,Yes,Low Value,Long Term EMI
ORD_0012823,1,Voucher,12,2124.5,Yes,Premium Value,Long Term EMI
ORD_0012871,1,Voucher,3,1358.75,Yes,Premium Value,Short Term EMI
ORD_0012874,1,Debit_card,12,2445.08,Yes,Premium Value,Long Term EMI
ORD_0012876,1,Boleto,1,1896.18,No,Premium Value,Single Payment
ORD_0012895,1,Credit_card,3,134.68,Yes,Medium Value,Short Term EMI
ORD_0012899,2,Debit_card,1,24.92,No,Low Value,Single Payment
ORD_0012913,1,Credit_card,12,1828.06,Yes,Premium Value,Long Term EMI
ORD_0012945,1,Credit_card,1,661.25,No,High Value,Single Payment
ORD_0012946,1,Voucher,1,2271.85,No,Premium Value,Single Payment
ORD_0012947,1,Credit_card,6,2477.98,Yes,Premium Value,Medium Term EMI
ORD_0012948,2,Credit_card,12,28.67,Yes,Low Value,Long Term EMI
ORD_0012951,1,Voucher,6,2875.4,Yes,Premium Value,Medium Term EMI
ORD_0012952,1,Boleto,6,2055.48,Yes,Premium Value,Medium Term EMI
ORD_0013010,1,Debit_card,12,436.39,Yes,Medium Value,Long Term EMI
ORD_0013031,1,Credit_card,3,665.59,Yes,High Value,Short Term EMI
ORD_0013036,1,Debit_card,1,2883.4,No,Premium Value,Single Payment
ORD_0013038,2,Credit_card,3,80.07,Yes,Low Value,Short Term EMI
ORD_0013040,1,Credit_card,6,2964.93,Yes,Premium Value,Medium Term EMI
ORD_0013078,1,Credit_card,6,1072.71,Yes,Premium Value,Medium Term EMI
ORD_0013100,1,Credit_card,1,2051.37,No,Premium Value,Single Payment
ORD_0013117,1,Voucher,12,2289.45,Yes,Premium Value,Long Term EMI
ORD_0013122,1,Credit_card,3,1073.62,Yes,Premium Value,Short Term EMI
ORD_0013127,1,Credit_card,1,2763.81,No,Premium Value,Single Payment
ORD_0013137,1,Debit_card,1,1297.23,No,Premium Value,Single Payment
ORD_0013159,1,Boleto,3,646.06,Yes,High Value,Short Term EMI
ORD_0013170,1,Debit_card,1,840.01,No,High Value,Single Payment
ORD_0013178,1,Credit_card,2,2570.76,Yes,Premium Value,Short Term EMI
ORD_0013184,1,Debit_card,6,1208.53,Yes,Premium Value,Medium Term EMI
ORD_0013195,1,Credit_card,6,1578.14,Yes,Premium Value,Medium Term EMI
ORD_0013196,1,Credit_card,3,258.43,Yes,Medium Value,Short Term EMI
ORD_0013201,2,Debit_card,3,28.08,Yes,Low Value,Short Term EMI
ORD_0013211,2,Debit_card,1,73.86,No,Low Value,Single Payment
ORD_0013235,1,Voucher,3,2040.84,Yes,Premium Value,Short Term EMI
ORD_0013247,1,Credit_card,3,775.73,Yes,High Value,Short Term EMI
ORD_0013265,1,Credit_card,12,2956.43,Yes,Premium Value,Long Term EMI
ORD_0013271,1,Debit_card,1,2533.62,No,Premium Value,Single Payment
ORD_0013284,1,Credit_card,3,66.99,Yes,Low Value,Short Term EMI
ORD_0013297,1,Credit_card,3,2226.24,Yes,Premium Value,Short Term EMI
ORD_0013308,1,Debit_card,1,1504.17,No,Premium Value,Single Payment
ORD_0013312,2,Voucher,1,92.66,No,Low Value,Single Payment
ORD_0013326,1,Debit_card,3,886.56,Yes,High Value,Short Term EMI
ORD_0013328,1,Debit_card,1,1148.09,No,Premium Value,Single Payment
ORD_0013362,1,Boleto,1,2812.54,No,Premium Value,Single Payment
ORD_0013381,1,Debit_card,1,1173.56,No,Premium Value,Single Payment
ORD_0013393,1,Boleto,12,730.93,Yes,High Value,Long Term EMI
ORD_0013438,1,Credit_card,1,2813.27,No,Premium Value,Single Payment
ORD_0013469,1,Debit_card,2,200.96,Yes,Medium Value,Short Term EMI
ORD_0013489,1,Debit_card,6,379.72,Yes,Medium Value,Medium Term EMI
ORD_0013517,1,Credit_card,1,2019.87,No,Premium Value,Single Payment
ORD_0013522,1,Credit_card,6,1515.67,Yes,Premium Value,Medium Term EMI
ORD_0013523,1,Debit_card,1,1451.33,No,Premium Value,Single Payment
ORD_0013553,1,Credit_card,12,1973.18,Yes,Premium Value,Long Term EMI
ORD_0013556,1,Credit_card,6,2060.05,Yes,Premium Value,Medium Term EMI
ORD_0013562,1,Debit_card,3,1181.8,Yes,Premium Value,Short Term EMI
ORD_0013565,2,Boleto,1,27.19,No,Low Value,Single Payment
ORD_0013580,1,Credit_card,1,1262.47,No,Premium Value,Single Payment
ORD_0013583,1,Debit_card,12,1655.89,Yes,Premium Value,Long Term EMI
ORD_0013593,1,Credit_card,12,2527.87,Yes,Premium Value,Long Term EMI
ORD_0013595,1,Debit_card,1,682.64,No,High Value,Single Payment
ORD_0013638,1,Debit_card,1,2270.11,No,Premium Value,Single Payment
ORD_0013666,1,Credit_card,12,1013.32,Yes,Premium Value,Long Term EMI
ORD_0013683,1,Debit_card,12,2036.99,Yes,Premium Value,Long Term EMI
ORD_0013695,1,Credit_card,12,1799.6,Yes,Premium Value,Long Term EMI
ORD_0013726,1,Credit_card,6,2778.71,Yes,Premium Value,Medium Term EMI
ORD_0013735,1,Credit_card,12,148.08,Yes,Medium Value,Long Term EMI
ORD_0013828,1,Credit_card,1,1865.48,No,Premium Value,Single Payment
ORD_0013831,1,Debit_card,12,855.11,Yes,High Value,Long Term EMI
ORD_0013839,1,Debit_card,1,2469.99,No,Premium Value,Single Payment
ORD_0013843,1,Boleto,1,2936.16,No,Premium Value,Single Payment
ORD_0013847,1,Voucher,1,263.42,No,Medium Value,Single Payment
ORD_0013853,1,Credit_card,1,1227.3,No,Premium Value,Single Payment
ORD_0013859,1,Credit_card,2,634.35,Yes,High Value,Short Term EMI
ORD_0013863,1,Voucher,1,2225.41,No,Premium Value,Single Payment
ORD_0013863,2,Voucher,1,82.26,No,Low Value,Single Payment
ORD_0013882,1,Credit_card,12,181.7,Yes,Medium Value,Long Term EMI
ORD_0013950,1,Boleto,1,1040.39,No,Premium Value,Single Payment
ORD_0013955,1,Credit_card,1,1899.8,No,Premium Value,Single Payment
ORD_0013979,1,Credit_card,12,1218.22,Yes,Premium Value,Long Term EMI
ORD_0013983,1,Credit_card,1,2458.48,No,Premium Value,Single Payment
ORD_0013993,1,Voucher,6,726.59,Yes,High Value,Medium Term EMI
ORD_0014015,1,Debit_card,2,1567.53,Yes,Premium Value,Short Term EMI
ORD_0014024,2,Debit_card,1,12.71,No,Low Value,Single Payment
ORD_0014037,1,Debit_card,2,2448.96,Yes,Premium Value,Short Term EMI
ORD_0014056,2,Credit_card,12,11.13,Yes,Low Value,Long Term EMI
ORD_0014059,1,Credit_card,6,2457.47,Yes,Premium Value,Medium Term EMI
ORD_0014096,1,Debit_card,12,955.39,Yes,High Value,Long Term EMI
ORD_0014123,1,Credit_card,2,2391.96,Yes,Premium Value,Short Term EMI
ORD_0014125,2,Credit_card,1,73.2,No,Low Value,Single Payment
ORD_0014132,1,Debit_card,3,1828.3,Yes,Premium Value,Short Term EMI
ORD_0014132,2,Credit_card,6,19.3,Yes,Low Value,Medium Term EMI
ORD_0014146,1,Voucher,2,1516.14,Yes,Premium Value,Short Term EMI
ORD_0014152,1,Credit_card,2,2600.14,Yes,Premium Value,Short Term EMI
ORD_0014174,1,Credit_card,1,929.82,No,High Value,Single Payment
ORD_0014183,1,Credit_card,1,1862.2,No,Premium Value,Single Payment
ORD_0014183,2,Debit_card,2,85.66,Yes,Low Value,Short Term EMI
ORD_0014200,1,Credit_card,1,2073.78,No,Premium Value,Single Payment
ORD_0014235,1,Credit_card,2,1384.21,Yes,Premium Value,Short Term EMI
ORD_0014244,1,Debit_card,1,221.19,No,Medium Value,Single Payment
ORD_0014263,1,Debit_card,2,1517.16,Yes,Premium Value,Short Term EMI
ORD_0014276,1,Credit_card,6,1846.51,Yes,Premium Value,Medium Term EMI
ORD_0014294,1,Boleto,1,1735.84,No,Premium Value,Single Payment
ORD_0014323,1,Boleto,2,234.89,Yes,Medium Value,Short Term EMI
ORD_0014334,1,Credit_card,1,2984.89,No,Premium Value,Single Payment
ORD_0014351,1,Debit_card,6,2208.25,Yes,Premium Value,Medium Term EMI
ORD_0014382,1,Credit_card,2,665.72,Yes,High Value,Short Term EMI
ORD_0014408,1,Debit_card,12,918.51,Yes,High Value,Long Term EMI
ORD_0014429,1,Debit_card,1,2931.39,No,Premium Value,Single Payment
ORD_0014432,2,Voucher,1,87.81,No,Low Value,Single Payment
ORD_0014442,1,Voucher,1,2233.46,No,Premium Value,Single Payment
ORD_0014444,2,Credit_card,1,20.85,No,Low Value,Single Payment
ORD_0014462,1,Credit_card,3,230.04,Yes,Medium Value,Short Term EMI
ORD_0014479,1,Voucher,2,1889.88,Yes,Premium Value,Short Term EMI
ORD_0014486,1,Voucher,1,1189.07,No,Premium Value,Single Payment
ORD_0014490,2,Credit_card,2,19.1,Yes,Low Value,Short Term EMI
ORD_0014502,1,Debit_card,1,1378.31,No,Premium Value,Single Payment
ORD_0014521,1,Credit_card,2,2701.77,Yes,Premium Value,Short Term EMI
ORD_0014527,1,Credit_card,12,2112.75,Yes,Premium Value,Long Term EMI
ORD_0014548,1,Voucher,3,2206.55,Yes,Premium Value,Short Term EMI
ORD_0014573,2,Boleto,1,30.38,No,Low Value,Single Payment
ORD_0014580,1,Credit_card,12,636.56,Yes,High Value,Long Term EMI
ORD_0014587,1,Credit_card,6,2614.84,Yes,Premium Value,Medium Term EMI
ORD_0014591,1,Credit_card,6,2783.3,Yes,Premium Value,Medium Term EMI
ORD_0014602,1,Credit_card,6,2396.5,Yes,Premium Value,Medium Term EMI
ORD_0014619,1,Credit_card,6,2136.4,Yes,Premium Value,Medium Term EMI
ORD_0014624,1,Credit_card,2,2339.71,Yes,Premium Value,Short Term EMI
ORD_0014650,1,Boleto,12,221.9,Yes,Medium Value,Long Term EMI
ORD_0014662,1,Credit_card,3,1215.18,Yes,Premium Value,Short Term EMI
ORD_0014672,1,Credit_card,1,1435.4,No,Premium Value,Single Payment
ORD_0014705,1,Credit_card,6,2672.94,Yes,Premium Value,Medium Term EMI
ORD_0014718,1,Credit_card,1,222.57,No,Medium Value,Single Payment
ORD_0014724,1,Boleto,1,1474.15,No,Premium Value,Single Payment
ORD_0014757,1,Boleto,2,2546.99,Yes,Premium Value,Short Term EMI
ORD_0014764,1,Debit_card,1,2486.06,No,Premium Value,Single Payment
ORD_0014775,1,Debit_card,1,31.96,No,Low Value,Single Payment
ORD_0014787,2,Credit_card,2,42.04,Yes,Low Value,Short Term EMI
ORD_0014807,1,Credit_card,1,927.26,No,High Value,Single Payment
ORD_0014810,1,Voucher,12,1381.62,Yes,Premium Value,Long Term EMI
ORD_0014823,1,Credit_card,1,1099.72,No,Premium Value,Single Payment
ORD_0014844,2,Credit_card,1,19.87,No,Low Value,Single Payment
ORD_0014845,1,Credit_card,2,2513.78,Yes,Premium Value,Short Term EMI
ORD_0014847,1,Credit_card,12,1892.09,Yes,Premium Value,Long Term EMI
ORD_0014853,1,Voucher,6,716.06,Yes,High Value,Medium Term EMI
ORD_0014865,1,Voucher,6,1590.74,Yes,Premium Value,Medium Term EMI
ORD_0014875,1,Credit_card,12,2806.23,Yes,Premium Value,Long Term EMI
ORD_0014879,1,Voucher,12,1856.87,Yes,Premium Value,Long Term EMI
ORD_0014900,1,Voucher,1,474.22,No,Medium Value,Single Payment
ORD_0014945,1,Credit_card,6,432.08,Yes,Medium Value,Medium Term EMI
ORD_0014952,1,Credit_card,1,2706.69,No,Premium Value,Single Payment
ORD_0014962,1,Debit_card,1,909.24,No,High Value,Single Payment
ORD_0014980,1,Boleto,6,326.05,Yes,Medium Value,Medium Term EMI
ORD_0014997,1,Credit_card,6,1243.95,Yes,Premium Value,Medium Term EMI
ORD_0015013,2,Debit_card,6,40.05,Yes,Low Value,Medium Term EMI
ORD_0015027,1,Credit_card,1,2450.06,No,Premium Value,Single Payment
ORD_0015033,1,Boleto,3,2835.85,Yes,Premium Value,Short Term EMI
ORD_0015040,2,Credit_card,3,77.07,Yes,Low Value,Short Term EMI
ORD_0015047,1,Credit_card,6,1276.55,Yes,Premium Value,Medium Term EMI
ORD_0015065,1,Voucher,1,2345.39,No,Premium Value,Single Payment
ORD_0015072,1,Debit_card,1,1324.42,No,Premium Value,Single Payment
ORD_0015103,1,Debit_card,1,529.85,No,High Value,Single Payment
ORD_0015124,1,Credit_card,12,2619.87,Yes,Premium Value,Long Term EMI
ORD_0015134,1,Credit_card,6,810.33,Yes,High Value,Medium Term EMI
ORD_0015140,1,Credit_card,1,2399.8,No,Premium Value,Single Payment
ORD_0015170,1,Credit_card,6,1168.73,Yes,Premium Value,Medium Term EMI
ORD_0015189,1,Boleto,3,1334.27,Yes,Premium Value,Short Term EMI
ORD_0015209,2,Debit_card,6,98.42,Yes,Low Value,Medium Term EMI
ORD_0015220,1,Credit_card,1,1654.4,No,Premium Value,Single Payment
ORD_0015221,1,Debit_card,2,1061.99,Yes,Premium Value,Short Term EMI
ORD_0015233,2,Voucher,1,61.75,No,Low Value,Single Payment
ORD_0015245,1,Voucher,12,1564.29,Yes,Premium Value,Long Term EMI
ORD_0015255,1,Credit_card,3,1177.89,Yes,Premium Value,Short Term EMI
ORD_0015261,1,Debit_card,1,2201.19,No,Premium Value,Single Payment
ORD_0015272,2,Boleto,6,52.41,Yes,Low Value,Medium Term EMI
ORD_0015313,1,Voucher,1,1327.52,No,Premium Value,Single Payment
ORD_0015316,1,Credit_card,12,1840.53,Yes,Premium Value,Long Term EMI
ORD_0015337,1,Credit_card,1,905.22,No,High Value,Single Payment
ORD_0015372,1,Credit_card,6,2653.76,Yes,Premium Value,Medium Term EMI
ORD_0015373,1,Debit_card,1,2909.41,No,Premium Value,Single Payment
ORD_0015377,1,Credit_card,1,2674.61,No,Premium Value,Single Payment
ORD_0015381,1,Debit_card,6,1465.69,Yes,Premium Value,Medium Term EMI
ORD_0015389,1,Debit_card,2,1806.15,Yes,Premium Value,Short Term EMI
ORD_0015395,1,Credit_card,1,132.19,No,Medium Value,Single Payment
ORD_0015416,1,Credit_card,3,2238.44,Yes,Premium Value,Short Term EMI
ORD_0015446,2,Debit_card,6,76.27,Yes,Low Value,Medium Term EMI
ORD_0015449,2,Credit_card,12,20.05,Yes,Low Value,Long Term EMI
ORD_0015456,1,Credit_card,1,2868.03,No,Premium Value,Single Payment
ORD_0015482,1,Boleto,3,2458.61,Yes,Premium Value,Short Term EMI
ORD_0015509,1,Voucher,1,1982.44,No,Premium Value,Single Payment
ORD_0015517,1,Credit_card,3,743.34,Yes,High Value,Short Term EMI
ORD_0015518,1,Debit_card,3,211.96,Yes,Medium Value,Short Term EMI
ORD_0015552,1,Voucher,2,1277.76,Yes,Premium Value,Short Term EMI
ORD_0015558,1,Debit_card,2,2758.09,Yes,Premium Value,Short Term EMI
ORD_0015592,1,Boleto,2,2991.78,Yes,Premium Value,Short Term EMI
ORD_0015593,1,Boleto,3,2314.89,Yes,Premium Value,Short Term EMI
ORD_0015594,1,Debit_card,2,1259.61,Yes,Premium Value,Short Term EMI
ORD_0015603,1,Voucher,2,234.41,Yes,Medium Value,Short Term EMI
ORD_0015621,1,Voucher,6,1834.83,Yes,Premium Value,Medium Term EMI
ORD_0015644,1,Credit_card,12,146.19,Yes,Medium Value,Long Term EMI
ORD_0015650,1,Boleto,6,1158.66,Yes,Premium Value,Medium Term EMI
ORD_0015682,2,Debit_card,2,87.54,Yes,Low Value,Short Term EMI
ORD_0015725,1,Debit_card,3,1468.23,Yes,Premium Value,Short Term EMI
ORD_0015751,1,Voucher,1,2552.51,No,Premium Value,Single Payment
ORD_0015776,1,Credit_card,1,2531.98,No,Premium Value,Single Payment
ORD_0015785,1,Credit_card,2,1140.8,Yes,Premium Value,Short Term EMI
ORD_0015790,1,Credit_card,6,1604.16,Yes,Premium Value,Medium Term EMI
ORD_0015855,1,Voucher,6,1024.47,Yes,Premium Value,Medium Term EMI
ORD_0015862,1,Credit_card,12,97.11,Yes,Low Value,Long Term EMI
ORD_0015865,2,Credit_card,12,50.82,Yes,Low Value,Long Term EMI
ORD_0015868,1,Credit_card,2,752.8,Yes,High Value,Short Term EMI
ORD_0015885,1,Boleto,1,190.85,No,Medium Value,Single Payment
ORD_0015909,1,Credit_card,12,520.13,Yes,High Value,Long Term EMI
ORD_0015925,1,Credit_card,1,1514.77,No,Premium Value,Single Payment
ORD_0015933,1,Debit_card,1,2564.02,No,Premium Value,Single Payment
ORD_0015934,1,Debit_card,1,330.97,No,Medium Value,Single Payment
ORD_0015941,1,Credit_card,6,2757.8,Yes,Premium Value,Medium Term EMI
ORD_0015953,1,Debit_card,12,1087.67,Yes,Premium Value,Long Term EMI
ORD_0015968,2,Voucher,1,93.13,No,Low Value,Single Payment
ORD_0015991,1,Voucher,1,683.26,No,High Value,Single Payment
ORD_0016014,1,Credit_card,12,1771.08,Yes,Premium Value,Long Term EMI
ORD_0016020,1,Boleto,3,2833.49,Yes,Premium Value,Short Term EMI
ORD_0016055,1,Debit_card,12,1656.13,Yes,Premium Value,Long Term EMI
ORD_0016066,1,Credit_card,12,2848.58,Yes,Premium Value,Long Term EMI
ORD_0016076,1,Debit_card,1,2931.66,No,Premium Value,Single Payment
ORD_0016094,1,Voucher,1,71.03,No,Low Value,Single Payment
ORD_0016119,1,Voucher,1,235.29,No,Medium Value,Single Payment
ORD_0016121,1,Voucher,1,2933.98,No,Premium Value,Single Payment
ORD_0016125,1,Voucher,12,1983.67,Yes,Premium Value,Long Term EMI
ORD_0016128,1,Credit_card,1,440.79,No,Medium Value,Single Payment
ORD_0016146,1,Credit_card,12,1717.92,Yes,Premium Value,Long Term EMI
ORD_0016150,2,Credit_card,12,13.44,Yes,Low Value,Long Term EMI
ORD_0016165,1,Boleto,1,1172.34,No,Premium Value,Single Payment
ORD_0016188,2,Debit_card,1,33.45,No,Low Value,Single Payment
ORD_0016191,1,Credit_card,12,310.4,Yes,Medium Value,Long Term EMI
ORD_0016200,1,Boleto,1,2468.55,No,Premium Value,Single Payment
ORD_0016220,1,Boleto,1,896.75,No,High Value,Single Payment
ORD_0016228,1,Voucher,1,1895.62,No,Premium Value,Single Payment
ORD_0016228,2,Voucher,6,33.52,Yes,Low Value,Medium Term EMI
ORD_0016246,1,Credit_card,1,1042.92,No,Premium Value,Single Payment
ORD_0016247,1,Credit_card,3,917.47,Yes,High Value,Short Term EMI
ORD_0016257,1,Boleto,1,703.18,No,High Value,Single Payment
ORD_0016267,1,Boleto,1,715.25,No,High Value,Single Payment
ORD_0016283,1,Credit_card,1,152.72,No,Medium Value,Single Payment
ORD_0016290,1,Credit_card,3,1048.26,Yes,Premium Value,Short Term EMI
ORD_0016291,1,Credit_card,1,445.41,No,Medium Value,Single Payment
ORD_0016303,1,Voucher,1,1739.93,No,Premium Value,Single Payment
ORD_0016304,2,Boleto,1,16.45,No,Low Value,Single Payment
ORD_0016312,1,Voucher,3,2679.93,Yes,Premium Value,Short Term EMI
ORD_0016329,1,Credit_card,6,2792.07,Yes,Premium Value,Medium Term EMI
ORD_0016336,1,Credit_card,3,701.73,Yes,High Value,Short Term EMI
ORD_0016342,1,Voucher,3,1902.83,Yes,Premium Value,Short Term EMI
ORD_0016343,1,Debit_card,1,1610.84,No,Premium Value,Single Payment
ORD_0016356,2,Credit_card,2,21.29,Yes,Low Value,Short Term EMI
ORD_0016384,1,Credit_card,3,1818.05,Yes,Premium Value,Short Term EMI
ORD_0016430,1,Credit_card,3,1580.76,Yes,Premium Value,Short Term EMI
ORD_0016441,1,Voucher,1,1984.85,No,Premium Value,Single Payment
ORD_0016470,1,Debit_card,12,1363.76,Yes,Premium Value,Long Term EMI
ORD_0016489,1,Voucher,6,2854.8,Yes,Premium Value,Medium Term EMI
ORD_0016523,1,Credit_card,2,325.03,Yes,Medium Value,Short Term EMI
ORD_0016533,2,Credit_card,12,16.83,Yes,Low Value,Long Term EMI
ORD_0016536,1,Boleto,1,1057.48,No,Premium Value,Single Payment
ORD_0016544,1,Credit_card,12,1124.29,Yes,Premium Value,Long Term EMI
ORD_0016552,1,Debit_card,6,474.39,Yes,Medium Value,Medium Term EMI
ORD_0016569,1,Credit_card,1,2299.17,No,Premium Value,Single Payment
ORD_0016577,1,Voucher,12,384.81,Yes,Medium Value,Long Term EMI
ORD_0016585,2,Credit_card,3,58.97,Yes,Low Value,Short Term EMI
ORD_0016630,1,Credit_card,3,2175.84,Yes,Premium Value,Short Term EMI
ORD_0016639,1,Credit_card,1,2733.45,No,Premium Value,Single Payment
ORD_0016644,1,Boleto,12,2559.96,Yes,Premium Value,Long Term EMI
ORD_0016674,2,Debit_card,2,44,Yes,Low Value,Short Term EMI
ORD_0016675,1,Voucher,6,2573.98,Yes,Premium Value,Medium Term EMI
ORD_0016681,2,Credit_card,3,63.98,Yes,Low Value,Short Term EMI
ORD_0016700,1,Voucher,1,571.97,No,High Value,Single Payment
ORD_0016709,1,Debit_card,6,1293.84,Yes,Premium Value,Medium Term EMI
ORD_0016711,1,Credit_card,1,828.72,No,High Value,Single Payment
ORD_0016716,1,Credit_card,1,2836.42,No,Premium Value,Single Payment
ORD_0016727,2,Credit_card,6,34.85,Yes,Low Value,Medium Term EMI
ORD_0016737,2,Credit_card,1,18.57,No,Low Value,Single Payment
ORD_0016739,1,Boleto,6,1881.22,Yes,Premium Value,Medium Term EMI
ORD_0016749,1,Voucher,1,1679.61,No,Premium Value,Single Payment
ORD_0016764,1,Boleto,1,1025.44,No,Premium Value,Single Payment
ORD_0016765,1,Boleto,12,619.77,Yes,High Value,Long Term EMI
ORD_0016766,1,Credit_card,12,2004.41,Yes,Premium Value,Long Term EMI
ORD_0016785,1,Debit_card,1,859.31,No,High Value,Single Payment
ORD_0016829,1,Credit_card,3,501.57,Yes,High Value,Short Term EMI
ORD_0016832,1,Debit_card,3,2782.88,Yes,Premium Value,Short Term EMI
ORD_0016864,1,Credit_card,6,2177.93,Yes,Premium Value,Medium Term EMI
ORD_0016872,1,Credit_card,1,1662.18,No,Premium Value,Single Payment
ORD_0016874,2,Voucher,12,86.75,Yes,Low Value,Long Term EMI
ORD_0016885,1,Credit_card,12,2563.63,Yes,Premium Value,Long Term EMI
ORD_0016891,1,Credit_card,1,811.05,No,High Value,Single Payment
ORD_0016895,1,Credit_card,12,2754.58,Yes,Premium Value,Long Term EMI
ORD_0016903,1,Debit_card,2,104.45,Yes,Medium Value,Short Term EMI
ORD_0016914,1,Credit_card,12,2776.43,Yes,Premium Value,Long Term EMI
ORD_0016926,1,Boleto,6,375.85,Yes,Medium Value,Medium Term EMI
ORD_0016944,1,Credit_card,12,1262.2,Yes,Premium Value,Long Term EMI
ORD_0016953,1,Voucher,2,443.38,Yes,Medium Value,Short Term EMI
ORD_0016961,1,Credit_card,3,2725.48,Yes,Premium Value,Short Term EMI
ORD_0016973,1,Debit_card,1,1276.02,No,Premium Value,Single Payment
ORD_0016979,1,Boleto,6,928.94,Yes,High Value,Medium Term EMI
ORD_0017002,1,Debit_card,1,2949.13,No,Premium Value,Single Payment
ORD_0017010,2,Credit_card,6,91.56,Yes,Low Value,Medium Term EMI
ORD_0017026,2,Credit_card,6,71.58,Yes,Low Value,Medium Term EMI
ORD_0017053,1,Credit_card,1,1318.41,No,Premium Value,Single Payment
ORD_0017061,1,Voucher,1,2415.43,No,Premium Value,Single Payment
ORD_0017119,1,Credit_card,2,1865.92,Yes,Premium Value,Short Term EMI
ORD_0017131,2,Voucher,3,99.99,Yes,Low Value,Short Term EMI
ORD_0017144,2,Credit_card,12,48.04,Yes,Low Value,Long Term EMI
ORD_0017201,1,Credit_card,1,1612.69,No,Premium Value,Single Payment
ORD_0017206,1,Credit_card,1,1964.07,No,Premium Value,Single Payment
ORD_0017223,1,Credit_card,1,1360.53,No,Premium Value,Single Payment
ORD_0017233,1,Debit_card,1,1743.45,No,Premium Value,Single Payment
ORD_0017253,1,Voucher,1,2375.44,No,Premium Value,Single Payment
ORD_0017263,1,Credit_card,1,2880.4,No,Premium Value,Single Payment
ORD_0017276,1,Credit_card,12,784.49,Yes,High Value,Long Term EMI
ORD_0017286,1,Credit_card,12,2082.23,Yes,Premium Value,Long Term EMI
ORD_0017295,1,Credit_card,3,451.53,Yes,Medium Value,Short Term EMI
ORD_0017341,2,Credit_card,3,23.88,Yes,Low Value,Short Term EMI
ORD_0017347,1,Credit_card,1,1232.99,No,Premium Value,Single Payment
ORD_0017358,1,Credit_card,1,1161.49,No,Premium Value,Single Payment
ORD_0017365,1,Credit_card,1,2714.24,No,Premium Value,Single Payment
ORD_0017407,1,Voucher,1,2763.68,No,Premium Value,Single Payment
